No,Q1,Q2,Q3,Q4,Q5,Q6,TD(s),SL
7930,0,0,0,0,1,0,2.2,3
7931,0,0,0,0,0,1,2.2,3
7932,0,0,0,0,0,0,2.2,3
7933,1,0,0,0,0,0,2.3,3
7934,0,1,0,0,0,0,2.3,3
7935,0,0,1,0,0,0,2.3,3
7936,0,0,0,1,0,0,2.3,3
7937,0,0,0,0,1,0,2.3,3
7938,0,0,0,0,0,1,2.3,3
7939,0,0,0,0,0,0,2.3,3
7940,1,0,0,0,0,0,2.4,3
7941,0,1,0,0,0,0,2.4,3
7942,0,0,1,0,0,0,2.4,3
7943,0,0,0,1,0,0,2.4,3
7944,0,0,0,0,1,0,2.4,3
7945,0,0,0,0,0,1,2.4,3
7946,0,0,0,0,0,0,2.4,3
7947,1,0,0,0,0,0,2.5,3
7948,0,1,0,0,0,0,2.5,3
7949,0,0,1,0,0,0,2.5,3
7950,0,0,0,1,0,0,2.5,3
7951,0,0,0,0,1,0,2.5,3
7952,0,0,0,0,0,1,2.5,3
7953,0,0,0,0,0,0,2.5,3
7954,1,0,0,0,0,0,2.6,3
7955,0,1,0,0,0,0,2.6,3
7956,0,0,1,0,0,0,2.6,3
7957,0,0,0,1,0,0,2.6,3
7958,0,0,0,0,1,0,2.6,3
7959,0,0,0,0,0,1,2.6,3
7960,0,0,0,0,0,0,2.6,3
7961,1,0,0,0,0,0,2.7,3
7962,0,1,0,0,0,0,2.7,3
7963,0,0,1,0,0,0,2.7,3
7964,0,0,0,1,0,0,2.7,3
7965,0,0,0,0,1,0,2.7,3
7966,0,0,0,0,0,1,2.7,3
7967,0,0,0,0,0,0,2.7,3
7968,1,0,0,0,0,0,2.8,3
7969,0,1,0,0,0,0,2.8,3
7970,0,0,1,0,0,0,2.8,3
7971,0,0,0,1,0,0,2.8,3
7972,0,0,0,0,1,0,2.8,3
7973,0,0,0,0,0,1,2.8,3
7974,0,0,0,0,0,0,2.8,3
7975,1,0,0,0,0,0,2.9,3
7976,0,1,0,0,0,0,2.9,3
7977,0,0,1,0,0,0,2.9,3
7978,0,0,0,1,0,0,2.9,3
7979,0,0,0,0,1,0,2.9,3
7980,0,0,0,0,0,1,2.9,3
7981,0,0,0,0,0,0,2.9,3
7982,1,0,0,0,0,0,3,3
7983,0,1,0,0,0,0,3,3
7984,0,0,1,0,0,0,3,3
7985,0,0,0,1,0,0,3,3
7986,0,0,0,0,1,0,3,3
7987,0,0,0,0,0,1,3,3
7988,0,0,0,0,0,0,3,3
7989,1,0,0,0,0,0,3.1,3
7990,0,1,0,0,0,0,3.1,3
7991,0,0,1,0,0,0,3.1,3
7992,0,0,0,1,0,0,3.1,3
7993,0,0,0,0,1,0,3.1,3
7994,0,0,0,0,0,1,3.1,3
7995,0,0,0,0,0,0,3.1,3
7996,1,0,0,0,0,0,3.2,3
7997,0,1,0,0,0,0,3.2,3
7998,0,0,1,0,0,0,3.2,3
7999,0,0,0,1,0,0,3.2,3
8000,0,0,0,0,1,0,3.2,3
8001,0,0,0,0,0,1,3.2,3
8002,0,0,0,0,0,0,3.2,3
8003,1,0,0,0,0,0,3.3,3
8004,0,1,0,0,0,0,3.3,3
8005,0,0,1,0,0,0,3.3,3
8006,0,0,0,1,0,0,3.3,3
8007,0,0,0,0,1,0,3.3,3
8008,0,0,0,0,0,1,3.3,3
8009,0,0,0,0,0,0,3.3,3
8010,1,0,0,0,0,0,3.4,3
8011,0,1,0,0,0,0,3.4,3
8012,0,0,1,0,0,0,3.4,3
8013,0,0,0,1,0,0,3.4,3
8014,0,0,0,0,1,0,3.4,3
8015,0,0,0,0,0,1,3.4,3
8016,0,0,0,0,0,0,3.4,3
8017,1,0,0,0,0,0,3.5,3
8018,0,1,0,0,0,0,3.5,3
8019,0,0,1,0,0,0,3.5,3
8020,0,0,0,1,0,0,3.5,3
8021,0,0,0,0,1,0,3.5,3
8022,0,0,0,0,0,1,3.5,3
8023,0,0,0,0,0,0,3.5,3
8024,1,0,0,0,0,0,3.6,3
8025,0,1,0,0,0,0,3.6,3
8026,0,0,1,0,0,0,3.6,3
8027,0,0,0,1,0,0,3.6,3
8028,0,0,0,0,1,0,3.6,3
8029,0,0,0,0,0,1,3.6,3
8030,0,0,0,0,0,0,3.6,3
8031,1,0,0,0,0,0,3.7,3
8032,0,1,0,0,0,0,3.7,3
8033,0,0,1,0,0,0,3.7,3
8034,0,0,0,1,0,0,3.7,3
8035,0,0,0,0,1,0,3.7,3
8036,0,0,0,0,0,1,3.7,3
8037,0,0,0,0,0,0,3.7,3
8038,1,0,0,0,0,0,3.8,3
8039,0,1,0,0,0,0,3.8,3
8040,0,0,1,0,0,0,3.8,3
8041,0,0,0,1,0,0,3.8,3
8042,0,0,0,0,1,0,3.8,3
8043,0,0,0,0,0,1,3.8,3
8044,0,0,0,0,0,0,3.8,3
8045,1,0,0,0,0,0,3.9,3
8046,0,1,0,0,0,0,3.9,3
8047,0,0,1,0,0,0,3.9,3
8048,0,0,0,1,0,0,3.9,3
8049,0,0,0,0,1,0,3.9,3
8050,0,0,0,0,0,1,3.9,3
8051,0,0,0,0,0,0,3.9,3
8052,1,0,0,0,0,0,4,3
8053,0,1,0,0,0,0,4,3
8054,0,0,1,0,0,0,4,3
8055,0,0,0,1,0,0,4,3
8056,0,0,0,0,1,0,4,3
8057,0,0,0,0,0,1,4,3
8058,0,0,0,0,0,0,4,3
8059,1,0,0,0,0,0,4.1,3
8060,0,1,0,0,0,0,4.1,3
8061,0,0,1,0,0,0,4.1,3
8062,0,0,0,1,0,0,4.1,3
8063,0,0,0,0,1,0,4.1,3
8064,0,0,0,0,0,1,4.1,3
8065,0,0,0,0,0,0,4.1,3
8066,1,0,0,0,0,0,4.2,3
8067,0,1,0,0,0,0,4.2,3
8068,0,0,1,0,0,0,4.2,3
8069,0,0,0,1,0,0,4.2,3
8070,0,0,0,0,1,0,4.2,3
8071,0,0,0,0,0,1,4.2,3
8072,0,0,0,0,0,0,4.2,3
8073,1,0,0,0,0,0,4.3,3
8074,0,1,0,0,0,0,4.3,3
8075,0,0,1,0,0,0,4.3,3
8076,0,0,0,1,0,0,4.3,3
8077,0,0,0,0,1,0,4.3,3
8078,0,0,0,0,0,1,4.3,3
8079,0,0,0,0,0,0,4.3,3
8080,1,0,0,0,0,0,4.4,3
8081,0,1,0,0,0,0,4.4,3
8082,0,0,1,0,0,0,4.4,3
8083,0,0,0,1,0,0,4.4,3
8084,0,0,0,0,1,0,4.4,3
8085,0,0,0,0,0,1,4.4,3
8086,0,0,0,0,0,0,4.4,3
8087,1,0,0,0,0,0,4.5,3
8088,0,1,0,0,0,0,4.5,3
8089,0,0,1,0,0,0,4.5,3
8090,0,0,0,1,0,0,4.5,3
8091,0,0,0,0,1,0,4.5,3
8092,0,0,0,0,0,1,4.5,3
8093,0,0,0,0,0,0,4.5,3
8094,1,0,0,0,0,0,4.6,3
8095,0,1,0,0,0,0,4.6,3
8096,0,0,1,0,0,0,4.6,3
8097,0,0,0,1,0,0,4.6,3
8098,0,0,0,0,1,0,4.6,3
8099,0,0,0,0,0,1,4.6,3
8100,0,0,0,0,0,0,4.6,3
8101,1,0,0,0,0,0,4.7,3
8102,0,1,0,0,0,0,4.7,3
8103,0,0,1,0,0,0,4.7,3
8104,0,0,0,1,0,0,4.7,3
8105,0,0,0,0,1,0,4.7,3
8106,0,0,0,0,0,1,4.7,3
8107,0,0,0,0,0,0,4.7,3
8108,1,0,0,0,0,0,4.8,3
8109,0,1,0,0,0,0,4.8,3
8110,0,0,1,0,0,0,4.8,3
8111,0,0,0,1,0,0,4.8,3
8112,0,0,0,0,1,0,4.8,3
8113,0,0,0,0,0,1,4.8,3
8114,0,0,0,0,0,0,4.8,3
8115,1,0,0,0,0,0,4.9,3
8116,0,1,0,0,0,0,4.9,3
8117,0,0,1,0,0,0,4.9,3
8118,0,0,0,1,0,0,4.9,3
8119,0,0,0,0,1,0,4.9,3
8120,0,0,0,0,0,1,4.9,3
8121,0,0,0,0,0,0,4.9,3
8122,1,0,0,0,0,0,5,3
8123,0,1,0,0,0,0,5,3
8124,0,0,1,0,0,0,5,3
8125,0,0,0,1,0,0,5,3
8126,0,0,0,0,1,0,5,3
8127,0,0,0,0,0,1,5,3
8128,0,0,0,0,0,0,5,3
8129,1,0,0,0,0,0,5.1,3
8130,0,1,0,0,0,0,5.1,3
8131,0,0,1,0,0,0,5.1,3
8132,0,0,0,1,0,0,5.1,3
8133,0,0,0,0,1,0,5.1,3
8134,0,0,0,0,0,1,5.1,3
8135,0,0,0,0,0,0,5.1,3
8136,1,0,0,0,0,0,5.2,3
8137,0,1,0,0,0,0,5.2,3
8138,0,0,1,0,0,0,5.2,3
8139,0,0,0,1,0,0,5.2,3
8140,0,0,0,0,1,0,5.2,3
8141,0,0,0,0,0,1,5.2,3
8142,0,0,0,0,0,0,5.2,3
8143,1,0,0,0,0,0,5.3,3
8144,0,1,0,0,0,0,5.3,3
8145,0,0,1,0,0,0,5.3,3
8146,0,0,0,1,0,0,5.3,3
8147,0,0,0,0,1,0,5.3,3
8148,0,0,0,0,0,1,5.3,3
8149,0,0,0,0,0,0,5.3,3
8150,1,0,0,0,0,0,5.4,3
8151,0,1,0,0,0,0,5.4,3
8152,0,0,1,0,0,0,5.4,3
8153,0,0,0,1,0,0,5.4,3
8154,0,0,0,0,1,0,5.4,3
8155,0,0,0,0,0,1,5.4,3
8156,0,0,0,0,0,0,5.4,3
8157,1,0,0,0,0,0,5.5,3
8158,0,1,0,0,0,0,5.5,3
8159,0,0,1,0,0,0,5.5,3
8160,0,0,0,1,0,0,5.5,3
8161,0,0,0,0,1,0,5.5,3
8162,0,0,0,0,0,1,5.5,3
8163,0,0,0,0,0,0,5.5,3
8164,1,0,0,0,0,0,5.6,3
8165,0,1,0,0,0,0,5.6,3
8166,0,0,1,0,0,0,5.6,3
8167,0,0,0,1,0,0,5.6,3
8168,0,0,0,0,1,0,5.6,3
8169,0,0,0,0,0,1,5.6,3
8170,0,0,0,0,0,0,5.6,3
8171,1,0,0,0,0,0,6,3
8172,0,1,0,0,0,0,6,3
8173,0,0,1,0,0,0,6,3
8174,0,0,0,1,0,0,6,3
8175,0,0,0,0,1,0,6,3
8176,0,0,0,0,0,1,6,3
8177,0,0,0,0,0,0,7,3
8178,1,0,0,0,0,0,7,3
8179,0,1,0,0,0,0,7,3
8180,0,0,1,0,0,0,7,3
8181,0,0,0,1,0,0,7,3
8182,0,0,0,0,1,0,7,3
8183,0,0,0,0,0,1,7,3
8184,0,0,0,0,0,0,7,3
8185,1,0,0,0,0,0,8,3
8186,0,1,0,0,0,0,8,3
8187,0,0,1,0,0,0,8,3
8188,0,0,0,1,0,0,8,3
8189,0,0,0,0,1,0,8,3
8190,0,0,0,0,0,1,8,3
8191,0,0,0,0,0,0,8,3
8192,1,0,0,0,0,0,9,3
8193,0,1,0,0,0,0,9,3
8194,0,0,1,0,0,0,9,3
8195,0,0,0,1,0,0,9,3
8196,0,0,0,0,1,0,9,3
8197,0,0,0,0,0,1,9,3
8198,0,0,0,0,0,0,9,3
8199,1,0,0,0,0,0,10,3
8200,0,1,0,0,0,0,10,3
8201,0,0,1,0,0,0,10,3
8202,0,0,0,1,0,0,10,3
8203,0,0,0,0,1,0,10,3
8204,0,0,0,0,0,1,10,3
8205,0,0,0,0,0,0,10,3
8206,1,0,0,0,0,0,11,3
8207,0,1,0,0,0,0,11,3
8208,0,0,1,0,0,0,11,3
8209,0,0,0,1,0,0,11,3
8210,0,0,0,0,1,0,11,3
8211,0,0,0,0,0,1,11,3
8212,0,0,0,0,0,0,11,3
8213,1,0,0,0,0,0,12,3
8214,0,1,0,0,0,0,12,3
8215,0,0,1,0,0,0,12,3
8216,0,0,0,1,0,0,12,3
8217,0,0,0,0,1,0,12,3
8218,0,0,0,0,0,1,12,3
8219,0,0,0,0,0,0,12,3
8220,1,0,0,0,0,0,13,3
8221,0,1,0,0,0,0,13,3
8222,0,0,1,0,0,0,13,3
8223,0,0,0,1,0,0,13,3
8224,0,0,0,0,1,0,13,3
8225,0,0,0,0,0,1,13,3
8226,0,0,0,0,0,0,13,3
8227,1,0,0,0,0,0,14,3
8228,0,1,0,0,0,0,14,3
8229,0,0,1,0,0,0,14,3
8230,0,0,0,1,0,0,14,3
8231,0,0,0,0,1,0,14,3
8232,0,0,0,0,0,1,14,3
8233,0,0,0,0,0,0,14,3
8234,1,0,0,0,0,0,15,3
8235,0,1,0,0,0,0,15,3
8236,0,0,1,0,0,0,15,3
8237,0,0,0,1,0,0,15,3
8238,0,0,0,0,1,0,15,3
8239,0,0,0,0,0,1,15,3
8240,0,0,0,0,0,0,15,3
8241,1,0,0,0,0,0,16,3
8242,0,1,0,0,0,0,16,3
8243,0,0,1,0,0,0,16,3
8244,0,0,0,1,0,0,16,3
8245,0,0,0,0,1,0,16,3
8246,0,0,0,0,0,1,16,3
8247,0,0,0,0,0,0,16,3
8248,1,0,0,0,0,0,17,3
8249,0,1,0,0,0,0,17,3
8250,0,0,1,0,0,0,17,3
8251,0,0,0,1,0,0,17,3
8252,0,0,0,0,1,0,17,3
8253,0,0,0,0,0,1,17,3
8254,0,0,0,0,0,0,17,3
8255,1,0,0,0,0,0,18,3
8256,0,1,0,0,0,0,18,3
8257,0,0,1,0,0,0,18,3
8258,0,0,0,1,0,0,18,3
8259,0,0,0,0,1,0,18,3
8260,0,0,0,0,0,1,18,3
8261,0,0,0,0,0,0,18,3
8262,1,0,0,0,0,0,19,3
8263,0,1,0,0,0,0,19,3
8264,0,0,1,0,0,0,19,3
8265,0,0,0,1,0,0,19,3
8266,0,0,0,0,1,0,19,3
8267,0,0,0,0,0,1,19,3
8268,0,0,0,0,0,0,19,3
8269,0,0,0,0,1,1,1,3
8270,0,0,0,1,0,1,1,3
8271,0,0,0,1,1,0,1,3
8272,0,0,1,0,0,1,1,3
8273,0,0,1,0,1,0,1,3
8274,0,0,1,1,0,0,1,3
8275,0,1,0,0,0,1,1,3
8276,0,1,0,0,1,0,1,3
8277,0,1,0,1,0,0,1,3
8278,0,1,1,0,0,0,1,3
8279,1,0,0,0,0,1,1,3
8280,1,0,0,0,1,0,1,3
8281,1,0,0,1,0,0,1,3
8282,1,0,1,0,0,0,1,3
8283,1,1,0,0,0,0,1,3
8284,0,0,0,0,1,1,1.1,3
8285,0,0,0,1,0,1,1.1,3
8286,0,0,0,1,1,0,1.1,3
8287,0,0,1,0,0,1,1.1,3
8288,0,0,1,0,1,0,1.1,3
8289,0,0,1,1,0,0,1.1,3
8290,0,1,0,0,0,1,1.1,3
8291,0,1,0,0,1,0,1.1,3
8292,0,1,0,1,0,0,1.1,3
8293,0,1,1,0,0,0,1.1,3
8294,1,0,0,0,0,1,1.1,3
8295,1,0,0,0,1,0,1.1,3
8296,1,0,0,1,0,0,1.1,3
8297,1,0,1,0,0,0,1.1,3
8298,1,1,0,0,0,0,1.1,3
8299,0,0,0,0,1,1,1.2,3
8300,0,0,0,1,0,1,1.2,3
8301,0,0,0,1,1,0,1.2,3
8302,0,0,1,0,0,1,1.2,3
8303,0,0,1,0,1,0,1.2,3
8304,0,0,1,1,0,0,1.2,3
8305,0,1,0,0,0,1,1.2,3
8306,0,1,0,0,1,0,1.2,3
8307,0,1,0,1,0,0,1.2,3
8308,0,1,1,0,0,0,1.2,3
8309,1,0,0,0,0,1,1.2,3
8310,1,0,0,0,1,0,1.2,3
8311,1,0,0,1,0,0,1.2,3
8312,1,0,1,0,0,0,1.2,3
8313,1,1,0,0,0,0,1.2,3
8314,0,0,0,0,1,1,1.3,3
8315,0,0,0,1,0,1,1.3,3
8316,0,0,0,1,1,0,1.3,3
8317,0,0,1,0,0,1,1.3,3
8318,0,0,1,0,1,0,1.3,3
8319,0,0,1,1,0,0,1.3,3
8320,0,1,0,0,0,1,1.3,3
8321,0,1,0,0,1,0,1.3,3
8322,0,1,0,1,0,0,1.3,3
8323,0,1,1,0,0,0,1.3,3
8324,1,0,0,0,0,1,1.3,3
8325,1,0,0,0,1,0,1.3,3
8326,1,0,0,1,0,0,1.3,3
8327,1,0,1,0,0,0,1.3,3
8328,1,1,0,0,0,0,1.3,3
8329,0,0,0,0,1,1,1.4,3
8330,0,0,0,1,0,1,1.4,3
8331,0,0,0,1,1,0,1.4,3
8332,0,0,1,0,0,1,1.4,3
8333,0,0,1,0,1,0,1.4,3
8334,0,0,1,1,0,0,1.4,3
8335,0,1,0,0,0,1,1.4,3
8336,0,1,0,0,1,0,1.4,3
8337,0,1,0,1,0,0,1.4,3
8338,0,1,1,0,0,0,1.4,3
8339,1,0,0,0,0,1,1.4,3
8340,1,0,0,0,1,0,1.4,3
8341,1,0,0,1,0,0,1.4,3
8342,1,0,1,0,0,0,1.4,3
8343,1,1,0,0,0,0,1.4,3
8344,0,0,0,0,1,1,1.5,3
8345,0,0,0,1,0,1,1.5,3
8346,0,0,0,1,1,0,1.5,3
8347,0,0,1,0,0,1,1.5,3
8348,0,0,1,0,1,0,1.5,3
8349,0,0,1,1,0,0,1.5,3
8350,0,1,0,0,0,1,1.5,3
8351,0,1,0,0,1,0,1.5,3
8352,0,1,0,1,0,0,1.5,3
8353,0,1,1,0,0,0,1.5,3
8354,1,0,0,0,0,1,1.5,3
8355,1,0,0,0,1,0,1.5,3
8356,1,0,0,1,0,0,1.5,3
8357,1,0,1,0,0,0,1.5,3
8358,1,1,0,0,0,0,1.5,3
8359,0,0,0,0,1,1,1.6,3
8360,0,0,0,1,0,1,1.6,3
8361,0,0,0,1,1,0,1.6,3
8362,0,0,1,0,0,1,1.6,3
8363,0,0,1,0,1,0,1.6,3
8364,0,0,1,1,0,0,1.6,3
8365,0,1,0,0,0,1,1.6,3
8366,0,1,0,0,1,0,1.6,3
8367,0,1,0,1,0,0,1.6,3
8368,0,1,1,0,0,0,1.6,3
8369,1,0,0,0,0,1,1.6,3
8370,1,0,0,0,1,0,1.6,3
8371,1,0,0,1,0,0,1.6,3
8372,1,0,1,0,0,0,1.6,3
8373,1,1,0,0,0,0,1.6,3
8374,0,0,0,0,1,1,1.7,3
8375,0,0,0,1,0,1,1.7,3
8376,0,0,0,1,1,0,1.7,3
8377,0,0,1,0,0,1,1.7,3
8378,0,0,1,0,1,0,1.7,3
8379,0,0,1,1,0,0,1.7,3
8380,0,1,0,0,0,1,1.7,3
8381,0,1,0,0,1,0,1.7,3
8382,0,1,0,1,0,0,1.7,3
8383,0,1,1,0,0,0,1.7,3
8384,1,0,0,0,0,1,1.7,3
8385,1,0,0,0,1,0,1.7,3
8386,1,0,0,1,0,0,1.7,3
8387,1,0,1,0,0,0,1.7,3
8388,1,1,0,0,0,0,1.7,3
8389,0,0,0,0,1,1,1.8,3
8390,0,0,0,1,0,1,1.8,3
8391,0,0,0,1,1,0,1.8,3
8392,0,0,1,0,0,1,1.8,3
8393,0,0,1,0,1,0,1.8,3
8394,0,0,1,1,0,0,1.8,3
8395,0,1,0,0,0,1,1.8,3
8396,0,1,0,0,1,0,1.8,3
8397,0,1,0,1,0,0,1.8,3
8398,0,1,1,0,0,0,1.8,3
8399,1,0,0,0,0,1,1.8,3
8400,1,0,0,0,1,0,1.8,3
8401,1,0,0,1,0,0,1.8,3
8402,1,0,1,0,0,0,1.8,3
8403,1,1,0,0,0,0,1.8,3
8404,0,0,0,0,1,1,1.9,3
8405,0,0,0,1,0,1,1.9,3
8406,0,0,0,1,1,0,1.9,3
8407,0,0,1,0,0,1,1.9,3
8408,0,0,1,0,1,0,1.9,3
8409,0,0,1,1,0,0,1.9,3
8410,0,1,0,0,0,1,1.9,3
8411,0,1,0,0,1,0,1.9,3
8412,0,1,0,1,0,0,1.9,3
8413,0,1,1,0,0,0,1.9,3
8414,1,0,0,0,0,1,1.9,3
8415,1,0,0,0,1,0,1.9,3
8416,1,0,0,1,0,0,1.9,3
8417,1,0,1,0,0,0,1.9,3
8418,1,1,0,0,0,0,1.9,3
8419,0,0,0,0,1,1,2,3
8420,0,0,0,1,0,1,2,3
8421,0,0,0,1,1,0,2,3
8422,0,0,1,0,0,1,2,3
8423,0,0,1,0,1,0,2,3
8424,0,0,1,1,0,0,2,3
8425,0,1,0,0,0,1,2,3
8426,0,1,0,0,1,0,2,3
8427,0,1,0,1,0,0,2,3
8428,0,1,1,0,0,0,2,3
8429,1,0,0,0,0,1,2,3
8430,1,0,0,0,1,0,2,3
8431,1,0,0,1,0,0,2,3
8432,1,0,1,0,0,0,2,3
8433,1,1,0,0,0,0,2,3
8434,0,0,0,0,1,1,2.1,3
8435,0,0,0,1,0,1,2.1,3
8436,0,0,0,1,1,0,2.1,3
8437,0,0,1,0,0,1,2.1,3
8438,0,0,1,0,1,0,2.1,3
8439,0,0,1,1,0,0,2.1,3
8440,0,1,0,0,0,1,2.1,3
8441,0,1,0,0,1,0,2.1,3
8442,0,1,0,1,0,0,2.1,3
8443,0,1,1,0,0,0,2.1,3
8444,1,0,0,0,0,1,2.1,3
8445,1,0,0,0,1,0,2.1,3
8446,1,0,0,1,0,0,2.1,3
8447,1,0,1,0,0,0,2.1,3
8448,1,1,0,0,0,0,2.1,3
8449,0,0,0,0,1,1,2.2,3
8450,0,0,0,1,0,1,2.2,3
8451,0,0,0,1,1,0,2.2,3
8452,0,0,1,0,0,1,2.2,3
8453,0,0,1,0,1,0,2.2,3
8454,0,0,1,1,0,0,2.2,3
8455,0,1,0,0,0,1,2.2,3
8456,0,1,0,0,1,0,2.2,3
8457,0,1,0,1,0,0,2.2,3
8458,0,1,1,0,0,0,2.2,3
8459,1,0,0,0,0,1,2.2,3
8460,1,0,0,0,1,0,2.2,3
8461,1,0,0,1,0,0,2.2,3
8462,1,0,1,0,0,0,2.2,3
8463,1,1,0,0,0,0,2.2,3
8464,0,0,0,0,1,1,2.3,3
8465,0,0,0,1,0,1,2.3,3
8466,0,0,0,1,1,0,2.3,3
8467,0,0,1,0,0,1,2.3,3
8468,0,0,1,0,1,0,2.3,3
8469,0,0,1,1,0,0,2.3,3
8470,0,1,0,0,0,1,2.3,3
8471,0,1,0,0,1,0,2.3,3
8472,0,1,0,1,0,0,2.3,3
8473,0,1,1,0,0,0,2.3,3
8474,1,0,0,0,0,1,2.3,3
8475,1,0,0,0,1,0,2.3,3
8476,1,0,0,1,0,0,2.3,3
8477,1,0,1,0,0,0,2.3,3
8478,1,1,0,0,0,0,2.3,3
8479,0,0,0,0,1,1,2.4,3
8480,0,0,0,1,0,1,2.4,3
8481,0,0,0,1,1,0,2.4,3
8482,0,0,1,0,0,1,2.4,3
8483,0,0,1,0,1,0,2.4,3
8484,0,0,1,1,0,0,2.4,3
8485,0,1,0,0,0,1,2.4,3
8486,0,1,0,0,1,0,2.4,3
8487,0,1,0,1,0,0,2.4,3
8488,0,1,1,0,0,0,2.4,3
8489,1,0,0,0,0,1,2.4,3
8490,1,0,0,0,1,0,2.4,3
8491,1,0,0,1,0,0,2.4,3
8492,1,0,1,0,0,0,2.4,3
8493,1,1,0,0,0,0,2.4,3
8494,0,0,0,0,1,1,2.5,3
8495,0,0,0,1,0,1,2.5,3
8496,0,0,0,1,1,0,2.5,3
8497,0,0,1,0,0,1,2.5,3
8498,0,0,1,0,1,0,2.5,3
8499,0,0,1,1,0,0,2.5,3
8500,0,1,0,0,0,1,2.5,3
8501,0,1,0,0,1,0,2.5,3
8502,0,1,0,1,0,0,2.5,3
8503,0,1,1,0,0,0,2.5,3
8504,1,0,0,0,0,1,2.5,3
8505,1,0,0,0,1,0,2.5,3
8506,1,0,0,1,0,0,2.5,3
8507,1,0,1,0,0,0,2.5,3
8508,1,1,0,0,0,0,2.5,3
8509,0,0,0,0,1,1,2.6,3
8510,0,0,0,1,0,1,2.6,3
8511,0,0,0,1,1,0,2.6,3
8512,0,0,1,0,0,1,2.6,3
8513,0,0,1,0,1,0,2.6,3
8514,0,0,1,1,0,0,2.6,3
8515,0,1,0,0,0,1,2.6,3
8516,0,1,0,0,1,0,2.6,3
8517,0,1,0,1,0,0,2.6,3
8518,0,1,1,0,0,0,2.6,3
8519,1,0,0,0,0,1,2.6,3
8520,1,0,0,0,1,0,2.6,3
8521,1,0,0,1,0,0,2.6,3
8522,1,0,1,0,0,0,2.6,3
8523,1,1,0,0,0,0,2.6,3
8524,0,0,0,0,1,1,2.7,3
8525,0,0,0,1,0,1,2.7,3
8526,0,0,0,1,1,0,2.7,3
8527,0,0,1,0,0,1,2.7,3
8528,0,0,1,0,1,0,2.7,3
8529,0,0,1,1,0,0,2.7,3
8530,0,1,0,0,0,1,2.7,3
8531,0,1,0,0,1,0,2.7,3
8532,0,1,0,1,0,0,2.7,3
8533,0,1,1,0,0,0,2.7,3
8534,1,0,0,0,0,1,2.7,3
8535,1,0,0,0,1,0,2.7,3
8536,1,0,0,1,0,0,2.7,3
8537,1,0,1,0,0,0,2.7,3
8538,1,1,0,0,0,0,2.7,3
8539,0,0,0,0,1,1,2.8,3
8540,0,0,0,1,0,1,2.8,3
8541,0,0,0,1,1,0,2.8,3
8542,0,0,1,0,0,1,2.8,3
8543,0,0,1,0,1,0,2.8,3
8544,0,0,1,1,0,0,2.8,3
8545,0,1,0,0,0,1,2.8,3
8546,0,1,0,0,1,0,2.8,3
8547,0,1,0,1,0,0,2.8,3
8548,0,1,1,0,0,0,2.8,3
8549,1,0,0,0,0,1,2.8,3
8550,1,0,0,0,1,0,2.8,3
8551,1,0,0,1,0,0,2.8,3
8552,1,0,1,0,0,0,2.8,3
8553,1,1,0,0,0,0,2.8,3
8554,0,0,0,0,1,1,2.9,3
8555,0,0,0,1,0,1,2.9,3
8556,0,0,0,1,1,0,2.9,3
8557,0,0,1,0,0,1,2.9,3
8558,0,0,1,0,1,0,2.9,3
8559,0,0,1,1,0,0,2.9,3
8560,0,1,0,0,0,1,2.9,3
8561,0,1,0,0,1,0,2.9,3
8562,0,1,0,1,0,0,2.9,3
8563,0,1,1,0,0,0,2.9,3
8564,1,0,0,0,0,1,2.9,3
8565,1,0,0,0,1,0,2.9,3
8566,1,0,0,1,0,0,2.9,3
8567,1,0,1,0,0,0,2.9,3
8568,1,1,0,0,0,0,2.9,3
8569,0,0,0,0,1,1,3,3
8570,0,0,0,1,0,1,3,3
8571,0,0,0,1,1,0,3,3
8572,0,0,1,0,0,1,3,3
8573,0,0,1,0,1,0,3,3
8574,0,0,1,1,0,0,3,3
8575,0,1,0,0,0,1,3,3
8576,0,1,0,0,1,0,3,3
8577,0,1,0,1,0,0,3,3
8578,0,1,1,0,0,0,3,3
8579,1,0,0,0,0,1,3,3
8580,1,0,0,0,1,0,3,3
8581,1,0,0,1,0,0,3,3
8582,1,0,1,0,0,0,3,3
8583,1,1,0,0,0,0,3,3
8584,0,0,0,0,1,1,3.1,3
8585,0,0,0,1,0,1,3.1,3
8586,0,0,0,1,1,0,3.1,3
8587,0,0,1,0,0,1,3.1,3
8588,0,0,1,0,1,0,3.1,3
8589,0,0,1,1,0,0,3.1,3
8590,0,1,0,0,0,1,3.1,3
8591,0,1,0,0,1,0,3.1,3
8592,0,1,0,1,0,0,3.1,3
8593,0,1,1,0,0,0,3.1,3
8594,1,0,0,0,0,1,3.1,3
8595,1,0,0,0,1,0,3.1,3
8596,1,0,0,1,0,0,3.1,3
8597,1,0,1,0,0,0,3.1,3
8598,1,1,0,0,0,0,3.1,3
8599,0,0,0,0,1,1,3.2,3
8600,0,0,0,1,0,1,3.2,3
8601,0,0,0,1,1,0,3.2,3
8602,0,0,1,0,0,1,3.2,3
8603,0,0,1,0,1,0,3.2,3
8604,0,0,1,1,0,0,3.2,3
8605,0,1,0,0,0,1,3.2,3
8606,0,1,0,0,1,0,3.2,3
8607,0,1,0,1,0,0,3.2,3
8608,0,1,1,0,0,0,3.2,3
8609,1,0,0,0,0,1,3.2,3
